i,but,or,my,going,me,i'm,go,take,i've,look,i'll,without,lead,move,run,i'd,taking,action,fear,walk,goes,unless,rather,bringing,drive,enemy,myself,follow,carry,terrible,moved,loss,however,mine,afraid,nor,although,except,greed,tragedy,hate,driven,disappointed,anger,lies,weak,sorry,arrived,lie,carrying,followed,abandon,crazy,flew,jerk,lonely,hated,arrive,hates,suspicious,besides,inadequate,worthless,arrives,vain,dumb,lied,agony,ignorant,fled,despise,inferior,boring,dislike,anguish,Total Count
0.20202020202020202,0.10606060606060606,0.14285714285714285,0.11320754716981132,0.15789473684210525,0.16129032258064516,0.030303030303030304,0.06451612903225806,0.2777777777777778,0.0,0.0,0.0,0.2727272727272727,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17671517671517672
0.47474747474747475,0.42424242424242425,0.2619047619047619,0.09433962264150944,0.21052631578947367,0.3548387096774194,0.18181818181818182,0.22580645161290322,0.2222222222222222,0.13043478260869565,0.375,0.11764705882352941,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666,0.25,0.0,0.0,0.125,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41164241164241167
0.10101010101010101,0.16666666666666666,0.023809523809523808,0.05660377358490566,0.07017543859649122,0.1935483870967742,0.0,0.03225806451612903,0.2222222222222222,0.043478260869565216,0.041666666666666664,0.058823529411764705,0.09090909090909091,0.25,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12681912681912683
0.3838383838383838,0.45454545454545453,0.38095238095238093,0.1509433962264151,0.15789473684210525,0.3870967741935484,0.12121212121212122,0.1935483870967742,0.3888888888888889,0.08695652173913043,0.0,0.0,0.18181818181818182,0.0,0.14285714285714285,0.0,0.1111111111111111,0.14285714285714285,0.4,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3700623700623701
0.1717171717171717,0.3787878787878788,0.14285714285714285,0.03773584905660377,0.017543859649122806,0.12903225806451613,0.06060606060606061,0.06451612903225806,0.16666666666666666,0.0,0.125,0.0,0.09090909090909091,0.5,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2,0.14285714285714285,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19542619542619544
0.494949494949495,0.5,0.2619047619047619,0.09433962264150944,0.08771929824561403,0.3548387096774194,0.15151515151515152,0.45161290322580644,0.16666666666666666,0.2608695652173913,0.125,0.23529411764705882,0.18181818181818182,0.0,0.42857142857142855,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.2,0.125,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43451143451143454
0.5656565656565656,0.9393939393939394,0.7380952380952381,0.22641509433962265,0.15789473684210525,0.3548387096774194,0.21212121212121213,0.5161290322580645,0.2777777777777778,0.21739130434782608,0.20833333333333334,0.35294117647058826,0.8181818181818182,0.25,0.8571428571428571,0.2857142857142857,0.1111111111111111,0.2857142857142857,0.3,0.2,0.0,0.0,0.16666666666666666,0.25,0.16666666666666666,0.0,0.125,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507276507276507
0.14646464646464646,0.22727272727272727,0.09523809523809523,0.11320754716981132,0.017543859649122806,0.12903225806451613,0.030303030303030304,0.0967741935483871,0.05555555555555555,0.0,0.041666666666666664,0.0,0.09090909090909091,0.0,0.2857142857142857,0.0,0.05555555555555555,0.0,0.0,0.2,0.42857142857142855,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14760914760914762
0.6060606060606061,0.48484848484848486,0.5,0.16981132075471697,0.2631578947368421,0.6451612903225806,0.09090909090909091,0.8064516129032258,0.16666666666666666,0.17391304347826086,0.3333333333333333,0.058823529411764705,0.2727272727272727,0.125,0.42857142857142855,0.2857142857142857,0.05555555555555555,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696465696465697
0.43434343434343436,0.5151515151515151,0.6190476190476191,0.3018867924528302,0.2807017543859649,0.7419354838709677,0.12121212121212122,0.22580645161290322,0.16666666666666666,0.34782608695652173,0.2916666666666667,0.17647058823529413,0.09090909090909091,0.375,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.2,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.0,0.16666666666666666,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5280665280665281
0.46464646464646464,0.2727272727272727,0.3333333333333333,0.22641509433962265,0.22807017543859648,0.3870967741935484,0.15151515151515152,0.16129032258064516,0.05555555555555555,0.21739130434782608,0.16666666666666666,0.058823529411764705,0.09090909090909091,0.0,0.14285714285714285,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3970893970893971
0.42424242424242425,0.4090909090909091,0.07142857142857142,0.20754716981132076,0.12280701754385964,0.45161290322580644,0.09090909090909091,0.3225806451612903,0.1111111111111111,0.0,0.25,0.11764705882352941,0.09090909090909091,0.125,0.0,0.14285714285714285,0.05555555555555555,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3783783783783784
0.30808080808080807,0.3333333333333333,0.35714285714285715,0.20754716981132076,0.22807017543859648,0.6451612903225806,0.15151515151515152,0.41935483870967744,0.3333333333333333,0.043478260869565216,0.20833333333333334,0.0,0.09090909090909091,0.0,0.5714285714285714,0.0,0.05555555555555555,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37214137214137216
0.4090909090909091,0.48484848484848486,0.23809523809523808,0.07547169811320754,0.17543859649122806,0.3548387096774194,0.09090909090909091,0.3870967741935484,0.3888888888888889,0.13043478260869565,0.16666666666666666,0.17647058823529413,0.09090909090909091,0.125,0.5714285714285714,0.5714285714285714,0.0,0.0,0.1,0.0,0.2857142857142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095634095634096
0.06060606060606061,0.13636363636363635,0.023809523809523808,0.05660377358490566,0.0,0.12903225806451613,0.06060606060606061,0.06451612903225806,0.0,0.0,0.0,0.058823529411764705,0.09090909090909091,0.125,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06652806652806653
0.1111111111111111,0.10606060606060606,0.047619047619047616,0.09433962264150944,0.03508771929824561,0.12903225806451613,0.0,0.06451612903225806,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.125,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997920997920998
0.31313131313131315,0.12121212121212122,0.19047619047619047,0.07547169811320754,0.12280701754385964,0.16129032258064516,0.18181818181818182,0.12903225806451613,0.2222222222222222,0.043478260869565216,0.25,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24116424116424118
0.16161616161616163,0.12121212121212122,0.07142857142857142,0.05660377358490566,0.017543859649122806,0.25806451612903225,0.09090909090909091,0.0,0.05555555555555555,0.043478260869565216,0.0,0.0,0.09090909090909091,0.0,0.14285714285714285,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12681912681912683
0.3686868686868687,0.18181818181818182,0.14285714285714285,0.1320754716981132,0.12280701754385964,0.1935483870967742,0.15151515151515152,0.3548387096774194,0.1111111111111111,0.043478260869565216,0.16666666666666666,0.058823529411764705,0.0,0.0,0.42857142857142855,0.0,0.1111111111111111,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288981288981289
0.2777777777777778,0.3181818181818182,0.3333333333333333,0.11320754716981132,0.17543859649122806,0.22580645161290322,0.12121212121212122,0.1935483870967742,0.16666666666666666,0.08695652173913043,0.20833333333333334,0.058823529411764705,0.0,0.0,0.7142857142857143,0.14285714285714285,0.1111111111111111,0.0,0.1,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29521829521829523
0.5757575757575758,0.5606060606060606,0.5714285714285714,0.5660377358490566,0.15789473684210525,0.5483870967741935,0.21212121212121213,0.2903225806451613,0.4444444444444444,0.043478260869565216,0.3333333333333333,0.058823529411764705,0.5454545454545454,0.25,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5821205821205822
0.30303030303030304,0.24242424242424243,0.3333333333333333,0.05660377358490566,0.21052631578947367,0.45161290322580644,0.09090909090909091,0.3225806451612903,0.16666666666666666,0.13043478260869565,0.2916666666666667,0.11764705882352941,0.09090909090909091,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3305613305613306
0.5757575757575758,0.5606060606060606,0.5714285714285714,0.5660377358490566,0.15789473684210525,0.5806451612903226,0.18181818181818182,0.2903225806451613,0.4444444444444444,0.043478260869565216,0.375,0.058823529411764705,0.5454545454545454,0.25,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5841995841995842
0.025252525252525252,0.045454545454545456,0.023809523809523808,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010395010395010396
